id,source,split,topic,question,short_answer,evidence,options,correct_answer
casimedicos_326_173,CasiMedicos,dev,"CRITICAL, PALLIATIVE AND EMERGENCY CARE","Caso clinico: Hombre de 35 años de edad sufre una quemadura eléctrica de alto voltaje (3000 voltios) por contacto directo con cable con su mano izquierda. Al ingreso presenta contractura en flexión de la mano, palidez de los dedos y ausencia de pulso radial y cubital a la palpación ¿Cuál es la medida invasiva de urgencia a realizar?",Monitorización de presión intracompartimental.,"Ante la sospecha de síndrome compartimental la medida invasiva de urgencia a realizar sería medir la presión intracompartimental y, según el resultado, proceder al tratamiento.","{'1': 'Bloqueo axilar con catéter.', '2': 'Escarotomía descompresiva.', '3': 'Monitorización de presión intracompartimental.', '4': 'Escarectomía.', '5': 'nan'}",3
casimedicos_354_166,CasiMedicos,dev,GYNECOLOGY AND OBSTETRICS,"Caso clinico: Una embarazada de 10 semanas de gestación, acude urgencias hospitalarias por presentar una presión arterial de 160/105 mmHg. Buen estado general, sólo leve cefalea, motivo por el que se tomó la presión arterial. Tras 4 horas de reposo presenta cifras de 150/95mmHg. Se le realiza un hemograma que es normal y una proteinuria que es negativa. ¿Qué tipo de hipertensión presenta?",Hipertensión crónica.,"La hipertensión crónica se define como aquella que está presente antes del embarazo o que se diagnostica antes de la semana 20 de gestación. En este caso, la paciente está embarazada de 10 semanas por lo que la respuesta correcta es la 3.","{'1': 'Preeclampsia moderada.', '2': 'Hipertensión inducida por el embarazo.', '3': 'Hipertensión crónica.', '4': 'Eclampsia.', '5': 'nan'}",3
casimedicos_531_58,CasiMedicos,dev,ONCOLOGY,"Caso clinico: Ante un paciente que presenta una lesión úlcerovegetante en la encía mandibular a nivel de la región de los molares de 5 meses de evolución, la aparición de hipoestesia en la región mentoniana requiere descartar: CORRECT ANSWER: 4",El diagnóstico de carcinoma con infiltración del canal mandibular.,"Las parestesias mentonianas (signo de Roger) se asocian a metástasis óseas (no es paraneoplásico sino infiltración directa). En este caso lo que describen es un tumor oral creciendo localmente e infiltrando el canal mandibular, creo.","{'1': 'Una neuropatía paraneoplásica.', '2': 'El diagnóstico de sarcoidosis con parálisis facial «en báscula».', '3': 'Infección por virus herpes en paciente inmunodeprimido.', '4': 'El diagnóstico de carcinoma con infiltración del canal mandibular.', '5': 'nan'}",4
casimedicos_93_31,CasiMedicos,dev,"DERMATOLOGY, VENEREOLOGY AND PLASTIC SURGERY","Caso clinico: Un muchacho de 17 años de edad con enfermedad de Crohn con afectación colónica de 2 años de evolución, en tratamiento de mantenimiento con azatioprina, consulta por la aparición desde hace 5 días de nódulos subcutáneos rojo violáceos, calientes, dolorosos, de localización pretibial, bilaterales, asociada a un inrcemento del nº de deposiciones y dolor abdominal. CORRECT ANSWER: 5",Ajuste del tratamiento de la enfermedad intestinal.,"2 y 4 se descartan solas. Nos están explicando un eritema nodoso, así que sí recomendariamos reposo relativo (pero lo de los antidepresivos no tiene ningún sentido, así que descartamos también (1)). Aunque el eritema nudoso puede ser secundario a un proceso maligno, es más frecuente que se deba a la misma enfermedad de Crohn (además en un chico de 17 años sería extremadamente raro) así que, si el cuadro además se acompaña de un brote de enfermedad inflamatoria intestina, la última opción (5) parece la más correcta.","{'1': 'Recomendar reposo relativo y paños calientes en ambas piernas y añadir tratamiento antidepresivo.', '2': 'Biopsiar zonas de piel alejados de las áreas lesionadas y pautar analgésicos opioides de entrada.', '3': 'Sospechar la existencia de una lesión tumoral maligna intestinal como desencadenante del proceso cutáneo.', '4': 'Sospechar isquemia bilateral de extremidades inferiores de origen medicamentoso.', '5': 'Ajuste del tratamiento de la enfermedad intestinal.'}",5
casimedicos_390_188,CasiMedicos,dev,PSYCHIATRY,"Caso clinico: Un hombre de 80 años es llevado a Urgencias por la policía a encontrarle por la noche, en la calle, a varios bloques de su domicilio, algo perdido. Dice al médico de Urgencias «me encuentro bien, estaba paseando y me he perdido». Al preguntarle por su medicación, no recuerda. En su historial constan glipizida, atenolol y acenocumarol. Ha estado en Urgencias 3 veces en los últimos tres meses por «mareo», dolor lumbar y un INR de 5. Refiere independencia en actividades básicas e instrumentales de la vida diaria. En la exploración física, únicamente destaca temperatura de 37.7, IMC de 16, PA de 160/90, FC de 90 y SO2 de 99%. Tiene pérdida global de masa muscular. Está vestido con la bata de casa y huele a orina. Rechaza contestar a las preguntas del Minimental. En las pruebas de laboratorio destacan 13.000 leucos, Glucemia 300, hemoglobina glicosilada 11%, INR 0.9, en orina más de 50 leucocitos/campo, nitritos+ y urocultivo > 100.000 bacilos Gram negativos. Es ingresado en el hospital, recibe antibióticos, insulina y se reinicia acenocumarol con buena evolución. Está estable y quiere irse a su domicilio. La enfermera de planta dice que es incapaz de autoadministrarse la insulina. ¿Cuál de los siguientes es el próximo paso para determinar la seguridad del paciente en su domicilio?",Evaluación formal de la capacidad para tomar decisiones concernientes a su salud.,"Evaluar la capacidad no tiene que ver con quitar la autonomía al paciente, sino asegurarnos de que el paciente comprende y es consciente de las consecuencias de sus decisiones. De hecho es una medida de protección de los pacientes más frágiles para asegurar los mejores cuidados. Esto no lo hace un psiquiatra, sino el médico a cargo. Hay varios tests o entrevistas semiestructuradas para valorar la capacidad de los pacientes, y todos los médicos deberían conocer estos instrumentos.","{'1': 'Referir a Atención Primaria y trabajo social del área para determinar la seguridad en el domicilio.', '2': 'Evaluación formal de la capacidad para tomar decisiones concernientes a su salud.', '3': 'Evaluación para descartar demencia.', '4': 'Evaluación para descartar depresión.', '5': 'nan'}",2
casimedicos_577_105,CasiMedicos,dev,NEUROLOGY,"Caso clinico: Varón de 45 años traído a la consulta por sus familiares por un cuadro de un año de evolución de pérdida de memoria, que ha ido progresando hasta necesitar ayuda para algunas actividades de su vida cotidiana. Tiene antecedentes de migrañas y algún episodio de focalidad neurológica autolimitada por los que no ha consultado nunca. La exploración neuropsicológica es compatible con una demencia inicial y la RM cerebral muestra una leucoencefalopatía grave. ¿Qué prueba habría que solicitar?:",Estudio genético para NOTCH3.,"Describen un caso característico de CADASIL (Cerebral Autosomal Dominant Arteriopathy with Sub-cortical Infarcts and Leukoencephalopathy). Es una enfermedad genética, de herencia autosómica dominante por mutación del gen NOTCH3. Esta mutación provoca afectación vascular de pequeño vaso que genera leucoencefalopatía grave de forma precoz, lo que genera sintomatología variada. Destacan las migrañas, la enfermedad cerebrovascular y deterioro cognitivo a edades tempranas, tal y como muestra el caso clínico de la pregunta.","{'1': 'Punción lumbar para analizar amiloide y proteína tau en LCR.', '2': 'Estudio genético para presenilina 1 (PSEN1).', '3': 'Estudio genético para NOTCH3.', '4': 'Estudio genético para progranulina.', '5': 'nan'}",3
casimedicos_615_118,CasiMedicos,dev,TRAUMATOLOGY,Caso clinico: Varón de 41 años que consulta por gonalgia de varios días de evolución. En la exploración se realiza el test de Thessaly (dolor con los movimientos de rotación interna y externa con la rodilla flexionada) que resulta positivo. ¿Cuál de las siguientes lesiones es más probable?:,Lesión meniscal.,"Respuesta 1 correcta: El test de Thessaly es una maniobra de exploración meniscal. El enunciado se centra exclusivamente en esta parte de la exploración y nos explica, además, que efectivamente es positiva lo que hace sospechar que existe lesión meniscal. ""The Thessaly test is a dynamic reproduction of load transmission in the knee joint and is performed at 5° and 20° of flexion. The examiner supports the patient by holding his or her outstretched hands while the patient stands flatfooted on the floor. The patient then rotates his or her knee and body, internally and externally, three times, keeping the knee in slight flexion (5°). Then the same procedure is carried out with the knee flexed at 20°. Patients with suspected meniscal tears experience medial or lateral joint-line discomfort and may have a sense of locking or catching. The theory behind the test is that, with this maneuver, the knee with a meniscal tear is subjected to excessive loading conditions and almost certainly will have the same symptoms that the patient reported. The test is always performed first on the normal knee so that the patient may be trained, especially with regard to how to keep the knee in 5° and then in 20° of flexion and how to recognize, by comparison, a possible positive result in the symptomatic knee."" Respuesta 2 incorrecta: No nos describen en ningún momento maniobras de exploración del ligamento cruzado anterior, tampoco nos hablan de un traumatismo que lo haya podido lesionar. Respuesta 3 incorrecta: No nos describen en ningún momento maniobras de exploración del ligamento cruzado posterior, tampoco nos hablan de un traumatismo que lo haya podido lesionar. Respuesta 4 incorrecta: Aunque podría darse no es lo esperable en una persona de 41 años con una clínica que se ha establecido de forma aguda.","{'1': 'Lesión meniscal.', '2': 'Lesión por rotura del ligamento cruzado anterior.', '3': 'Lesión por rotura del ligamento cruzado posterior.', '4': 'Lesión por artropatía degenerativa.', '5': 'nan'}",1
casimedicos_456_200,CasiMedicos,dev,OPHTHALMOLOGY,"Caso clinico: Hombre de 67 años de edad, diabético y asmático, con un glaucoma primario de ángulo abierto en ambos ojos. Presenta una presión ocular de 34 mmHg en su ojo derecho y 31 mmHg en su ojo izquierdo. ¿Cuál de los siguientes grupos farmacológicos es el más indicado como primera elección como tratamiento hipotensor?",Derivados de prostaglandinas.,"Nos preguntan por el tratamiento de primera elección de un glaucoma. Antiguamente la primera elección eran los betabloqueantes, pero actualmente han sido desplazados por el grupo que más baja la presión intaocular: las prostaglandinas. Su eficacia y la posología más cómoda (una vez al día), los hacen en general el grupo de elección. Los betabloqueantes quedarían como segunda elección en casos en los que los efectos secundarios de las prostaglandinos (cambio de color de ojos, aumento del tamaño de las pestañas) nos hagan dejarlas inicialmente de lado. Debido a que el paciente es asmático, deberíamos descartar los betabloqueantes (respuesta 2 incorrecta). Además como necesitamos una bajada importante de presión intraocular porque las cifras son altas (34 y 31), podemos también descartar los inhibidores de la anhidrasa carbónica y los agonistas alfa-2 (opciones 1 y 3 incorrectas). Y decantarnos por el grupo que más puede bajar la presión intraocular. Respuesta 4 correcta.","{'1': 'Inhibidores de la anhidrasa carbónica.', '2': 'Beta-bloqueantes.', '3': 'Agonistas alfa-2.', '4': 'Derivados de prostaglandinas.', '5': 'nan'}",4
casimedicos_484_175,CasiMedicos,dev,CRITICAL CARE,"Caso clinico: Un hombre de 18 años llega al servicio de urgencias del hospital trasladado por una unidad de soporte vital básico. Ha sido atropellado por un automóvil cuando iba en bicicleta. A su llegada tiene una frecuencia cardíaca de 115 lpm, una presión arterial de 110/75 mmHg, pulso radial palpable, un relleno capilar de 2,5 segundos y una frecuencia respiratoria de 25 rpm. ¿Qué nos indican estos datos?:",Ha perdido entre un 15 y un 30% de la volemia y precisa reposición de volumen.,"Técnicamente el paciente se encuentra en un grado II de hemorragia según la clasificación de la ATLS, en principio esto nos habla de una pérdida de entre 750 y 1500mL de sangre y la actuación indicada es reanimación con cristaloides; no obstante, en las guías de atención al paciente politraumatizado grave, cada vez se preconiza más el uso precoz de hemoderivados, sobre todo en casos límite como este, y en pacientes jóvenes, que pueden no llegar a traducir la gravedad de la pérdida sanguínea hasta que esta se hace mucho más significativa. Por tanto dudaría entre las opciones 1 y 2.","{'1': 'Ha perdido entre un 15 y un 30% de la volemia y precisa reposición de volumen.', '2': 'Ha perdido más de un 30% de la volemia y precisa reposición de volumen y de sangre.', '3': 'Ha perdido más de un 40% de la volemia y precisará tratamiento quirúrgico.', '4': 'Ha perdido más de un 50% de la volemia y precisa reposición de volumen y de sangre.', '5': 'nan'}",1
casimedicos_190_94,CasiMedicos,test,PEDIATRICS,"Caso clinico: Niño de 18 meses de edad, con calendario vacunal completo hasta la fecha, que consulta en el Servicio de urgencias por tumefacción de la rodilla derecha tras jugar en el parque, sin traumatismo evidente. En la anamnesis dirigida, la madre refiere que un tío de ella tenía problemas similares. La exploración ecográfica es compatible con hemartros y en la analítica que se realiza sólo destaca un alargamiento del APTT de 52’’ (normal 25-35’’). ¿Cuál es la hipótesis diagnóstica más probable?",Hemofilia A.,"Aunque otras enfermedades hemorrágicas pueden tener el tiempo de tromboplastina alargado, por la intensidad de la lesión y por el sexo del niño y los antecedentes familiares, el diagnóstico más probable es el de hemofilia.","{'1': 'Síndrome de Marfan.', '2': 'Enfermedad de Von-Willebrand.', '3': 'Enfermedad de Ehlers-Danlos.', '4': 'Hemofilia A.', '5': 'Enfermedad de Bernard-Soulier.'}",4
casimedicos_150_201,CasiMedicos,test,PSYCHIATRY,"Caso clinico: Tras fracasar a medidas de higuiene del sueño, se decide iniciar tratamiento farmacológico. ¿Cuál de los siguientes fármacos selecionaría para la paciente?",Lormetacepam.,Porque es el de vida media más corta y no quiere que la señora se caiga al día siguiente.,"{'1': 'Diacepam.', '2': 'Lormetacepam.', '3': 'Fenobarbital.', '4': 'Clordiacepóxido.', '5': 'Cloracepato.'}",2
casimedicos_454_153,CasiMedicos,test,NEUROLOGY,"Caso clinico: Una mujer de 65 años consulta por debilidad en la mano derecha que se ha extendido en pocos meses a otros territorios musculares de ambos brazos y piernas, de predominio distal. En la exploración hay atrofia y fasciculaciones en distintos territorios metaméricos con sensibilidad conservada. Existe un signo de Babinski bilateral. ¿Cual es la prueba diagnóstica que confirmaría el diagnóstico de sospecha?",Estudio electromiografico.,"La respuesta es la 2, un EMG, que sería la prueba diagnóstica para confirmar la sospecha diagnóstica de ELA, las pruebas de imagen tanto el TC, pero sobre todo la RM nos ayudarían a descartar, pero no nos confirmarían el diagnóstico.","{'1': 'TC cerebral.', '2': 'Estudio electromiografico.', '3': 'RM cerebral.', '4': 'Potenciales evocados multimodales.', '5': 'nan'}",2
casimedicos_602_112,CasiMedicos,test,TRAUMATOLOGY,"Caso clinico: Mujer de 61 años, administrativa, con antecedentes de sobrepeso, hipertensión, dislipemia y síndrome metabólico, que consulta por dolor en ambas nalgas, región trocantérea izquierda, cara lateral del muslo izquierdo hasta la rodilla y pierna izquierda hasta el tercio medio. El dolor aparece cuando levantamos el miembro inferior con la rodilla extendida, pero se alivia al flexionar la rodilla. ¿Cuál es la primera sospecha clínica?:",Lumbalgia irradiada / lumbociatalgia.,"En este caso al hablar de “reaparición de la clínica cuando levantamos el miembro inferior con la rodilla extendida” nos están describiendo la Maniobra de Lasègue. Dicha maniobra es positiva en los casos de lumbociatalgia, ya que provoca un estiramiento del nervio ciático por lo tanto la respuesta correcta es la número 3. El resto de patologías no cursan con una maniobra de Lasègue positiva, por lo que dichas opciones no serían correctas.","{'1': 'Artritis gotosa de cadera izquierda.', '2': 'Artrosis coxofemoral izquierda.', '3': 'Lumbalgia irradiada / lumbociatalgia.', '4': 'Claudicación por estenosis de canal.', '5': 'nan'}",3
casimedicos_127_77,CasiMedicos,test,NEUROLOGY AND NEUROSURGERY,"Caso clinico: Un paciente de 32 años, diabético en tratamiento con insulina y un buen control de sus cifras de glucemia, acude a su consulta por presentar hormigueo en ambas manos, con sensación de acorchamiento e insensibilidad térmica de instauración progresiva en el curso de 2 semanas. No refiere trastornos visuales, déficit de fuerza, torpeza motora, ni otros síntomas. En la exploración encuentra una anestesia para el dolor y la temperatura en ambas manos y porción distal de antebrazos; la sensibilidad posicional y la vibratoria están conservadas. No presenta atrofia muscular ni déficit de fuerza. Los reflejos musculares son normales y simétricos. No se observa dismetría, disdiadococinesia ni temblor intencional. El resto de la exploración neurológica es rigurosamiente normal. La pregunta puñetera de la sección de Neurología de este año.",Lesión medular central cervical.,"Presenta un paciente diabético pero a tratamiento insulínico con buen control (aunque las neuropatías diabéticas no sólo se desarrollan en pacientes con mal control) con un cuadro sensitivo limitado a miembros superiores y de corto tiempo de instauración, sin clínica motora ni a otro nivel. En la exploración hay una clara disociación con anestesia termoalgésica y conservación de artrocinética y vibratoria. Los reflejos son normales, ni abolidos ni exaltados. Y además el resto de exploración es rigurosamente normal. Con todo ello creo que la respuesta correcta es la 5, o sea una lesión siringomiélica, cuya característica inicial es la disociación sensitiva con anestesia para la termoalgésica y conservación de la cordonal posterior. La EM y resto de lesiones medulares se acompañarían de otros signos exploratorios como exaltación de los reflejos, para el túnel carpiano la exploración excede el territorio distal al carpo, y en cuanto a la respuesta 1, si bien existen formas de polineuropatía periférica “pseudosiringomiélicas” suelen ser de inicio lumbar. El tiempo de evolución tan corto (2 semanas), el respeto de miembros inferiores y la conservación de los reflejos musculares hacen que descarte esta respuesta a pesar de que la distribución sea “en guante”.","{'1': 'Neuropatía periférica sensitvo simétrica distal de causa diabética.', '2': 'Lesión compresiva medular cervical.', '3': 'Síndrome del túnel del carpo bilateral.', '4': 'Enfermedad desmielinizante tipo esclerosis múltiple.', '5': 'Lesión medular central cervical.'}",5
casimedicos_316_138,CasiMedicos,test,RHEUMATOLOGY,"Caso clinico: Un hombre de 37 años presenta un cuadro de artritis de las metacarpofalángicas de ambas manos y una pleuritis derecha. En la exploración se aprecia eritema malar bilateral. Se detectan anticuerpos antinucleares positivos (titulo 1/640), con anticuerpos anti-DNA nativo también positivos; anti-Sm negativos ¿Cuál sería el tratamiento inicial de elección de este paciente?",Glucocorticoides a altas dosis.,"Es un LES con afectación articular, cutánea y serositis. El tratamiento son CE a moderadas-altas dosis. El micofenolato no es nunca un tratamiento en fase aguda sino en el mantenimiento, ni ha demostrado utilidad en afectación articular.","{'1': 'Glucocorticoides a altas dosis.', '2': 'Glucocorticoides y micofenolato.', '3': 'Antiinflamatorios no esteroideos y antipalúdicos.', '4': 'El cuadro probablemente será autolimitado y no precisa tratamiento.', '5': 'nan'}",1
casimedicos_153_74,CasiMedicos,test,RHEUMATOLOGY,"Caso clinico: Una mujer de 75 años consulta por lesiones violáceas en manos y cuello junto a debilidad muscular progresiva de 3 meses de evolución. ¿Qué pruebas diagnósticas, entre las que se indica, pueden ser de utilidad para el diagnóstico?",Determinación de aldolasa sérica.,"Ante este cuadro clínico, una posibilidad es que se trate de una dermatomiositis. De las pruebas propuestas, la determinación de la aldolasa sérica puede ser de utilidad. Su elevación es característica de esta enfermedad. La biopsia debería ser muscular y no subcutánea. Los anticuerpos anti-músculo liso no son los propios de esta enfermedad.","{'1': 'Determinación de aldolasa sérica.', '2': 'Electroencefalograma.', '3': 'Biopsia de tejido celular subcutáneo.', '4': 'Determinación de anticuerpos anti-músculo liso.', '5': 'Estudio genético de sus descendientes.'}",1
casimedicos_413_68,CasiMedicos,test,CARDIOLOGY AND CARDIOVASCULAR SURGERY,"Caso clinico: Mujer de 87 años con antecedentes de hipertensión arterial, ingresada hace 48 horas en la unidad coronaria por infarto agudo de miocardio con elevación de ST de localización anterior. Avisa por disnea. En la exploración destaca soplo sistólico con frémito, irradiado al borde esternal derecho que no estaba presente al ingreso. ¿Qué complicación sospecha usted?",Rotura en el tabique interventricular.,"Rotura del tabique interventricular. Las complicaciones mecánicas son típicas en infartos en mujeres ancianas. Asimismo, un soplo que no estaba presente indica un flujo de sangre anormal: las complicaciones más frecuentes son la insuficiencia mitral, que cursaría con un soplo musical o piante, y la CIV, que cursa con un soplo irradiado al borde derecho (piensa en la dirección del flujo de sangre).","{'1': 'Insuficiencia cardiaca por necrosis extensa.', '2': 'Aneurisma anterior.', '3': 'Rotura de la pared libre del ventrículo izquierdo.', '4': 'Rotura en el tabique interventricular.', '5': 'nan'}",4
casimedicos_314_178,CasiMedicos,test,ONCOLOGY,"Caso clinico: Paciente de 66 años diagnosticado de adenocarcinoma de páncreas estadio IV hace 8 meses. Sigue tratamiento con morfina de liberación retardada 200 mg/12 horas vía oral, parafina y lactulosa. Desde hace 15 días refiere parestesias y dolor lancinante ocasional en zona lumbar derecha y periumbilical que no cede con ingesta de morfina de rescate. La exploración neurológica es normal. CORRECT ANSWER: 4","Administrar amitriptilina o gabapentina, dexametasona y aumentar la dosis de morfina.","Tenemos delante a un paciente con dolor neuropático, que por el origen del tumor, lo más probable es que se deba a afectación del plexo celiaco. Es importante tener un diagnóstico radiológico de cara a un posible tratamiento local, como el tratamiento neurolítico o bloqueo del plexo. No obstante no debemos dejar al paciente sin un tratamiento que le pueda aliviar sino solucionar la situación actual. Se encuentra tomando analgesia del tercer escalón de la OMS que es claramente insuficiente, con lo que precisará de coadyuvantes; aunque los opiáceos para el dolor neuropático no son muy eficaces, no disminuiremos la dosis sino que asociaremos los coadyuvantes. Manejaríamos al paciente con gabapentina y corticoides (respuesta 4 verdadera); no le disminuiríamos la dosis de morfina (respuesta 3 falsa), y mientras tanto le iríamos pidiendo el TAC (o RM abdominal) para posteriormente valorar el bloqueo del plexo (respuestas 1 y 2 para el manejo futuro).","{'1': 'Realizar tomografía axial computarizada y evaluar compresión nerviosa ya que se trata de dolor neuropático.', '2': 'Valorar tratamiento neurolítico ya que el dolor neuropático es de difícil control.', '3': 'Disminuir la dosis de morfina ya que es ineficaz en este tipo de dolor.', '4': 'Administrar amitriptilina o gabapentina, dexametasona y aumentar la dosis de morfina.', '5': 'nan'}",4
casimedicos_263_37,CasiMedicos,test,PNEUMOLOGY,"Caso clinico: Juan tiene 60 años, fuma de 2 paquetes/día desde hace años y refiere desde hace 6 meses tos persistente. Comprueba que su párpado izquierdo está más caído y que la pupila de ese ojo es más pequeña. Juan refiere que la parte medial de su mano izquierda está adormecida y con menos fuerza. Su médico comprueba la ptosis palpebral y la miosis izquierda; comprueba que Puede cerrar con fuerza ambos párpados simétricamente y que las dos pupilas responden correctamente a la luz. Además comprueba que no suda por la hemicara izquierda, que siente menos el pinchazo en la superficie interna de dicha mano y que tiene menos fuerza en la prensión de dicha mano. Respecto a la sintomatología ocular, ¿dónde se localiza la lesión?","Las fibras simpáticas, en algún nivel que abarcaría desde el hipotálamo a la columna de Clark interinedio-lateral de la médula dorsal.",Se trata de un sindrome de claude bernard horner y probablemente la correcta sea la 1. Pero por seguridad es mejor que lo revise un neurologo.,"{'1': 'Las fibras simpáticas, en algún nivel que abarcaría desde el hipotálamo a la columna de Clark interinedio-lateral de la médula dorsal.', '2': 'El nervio motor ocular común izquierdo en el mesencéfalo.', '3': 'El núcleo de Edinger-Westphal, encima del núcleo del nervio motor ocular común izquierdo.', '4': 'Las fibras parasimpáticas, en algún nivel que abarcaría desde el núcleo de Edinger-Westphal hasta el músculo constrictor de la pupila izquierda.', '5': 'El músculo tarsal exclusivamente.'}",1
casimedicos_344_158,CasiMedicos,test,GYNECOLOGY AND OBSTETRICS,"Caso clinico: Una mujer de 24 años, primigesta, sufre un aborto espontáneo a las 7 semanas de gestación. El estudio anatomopatológico de los restos abortivos indica enfermedad molar. CORRECT ANSWER: 2",No debe quedar embarazada hasta realizar controles periódicos y haber pasado un años con niveles de BHCG negativos.,"No debe quedar embarazada hasta realizar controles periódicos y haber pasado un año con niveles de beta-HCG negativos. Las pacientes serán controladas semanalmente con la dosificación de la hcg hasta que se convierta indetectable, por tres veces consecutivas. Después el control será mensual, durante seis meses y luego cada dos meses otros seis meses más, antes de nueva gestación.","{'1': 'El riesgo de una nueva gestación molar en un futuro embarazo es del 50%.', '2': 'No debe quedar embarazada hasta realizar controles periódicos y haber pasado un años con niveles de BHCG negativos.', '3': 'No es necesario realizar controles posteriores si la evacuación del tejido trofoblástico fue completa.', '4': 'Es necesario que se realice controles periódicos ya que en el 40% de los casos desarrollará una neoplasia trofoblástica gestacional.', '5': 'nan'}",2
casimedicos_43_151,CasiMedicos,test,PEDIATRICS,Caso clinico: Niña de 10 años que viene a revisión de salud. La exploración física es normal con un peso y una talla en el percentil 50 y TA 109/65. Un análisis de orina de rutina muestra una densidad específica de 1035 pH6 sangre 2+ sin proteínas. El sedimento urinario muestra 5-10 hematíes por campo. ¿Cuál sería la conducta más apropiada a seguir?,Volver a repetir el sedimento de orina en 15 días.,"La respuesta correcta es la 4. La microhematuria sin síntomas asociados, puede ser un hallazgo sin significado patológico y hay que confirmarla en un nuevo sedimento posterior (aunque no sé si a los 15 días o más tarde).","{'1': 'Determinar creatinina y nitrógeno en sangre.', '2': 'Derivar a la niña para la realización de una cistoscopia.', '3': 'Determinar anticuerpos antinucleares y complemento.', '4': 'Volver a repetir el sedimento de orina en 15 días.', '5': 'Realizar una tomografía axial computarizada abdominal.'}",4
casimedicos_616_119,CasiMedicos,test,TRAUMATOLOGY,"Caso clinico: Mujer de 13 años, sin antecedentes relevantes, con menarquia hace 3 meses, seguida desde los 10 años por escoliosis idiopática que ha empeorado. En la exploración física presenta una giba de 7 grados en el test de Adams y en el escoliograma una curva toracolumbar T4-L1 de 35 grados de Cobb y un Risser 0. CORRECT ANSWER: 2",Prescribir una ortesis tipo corsé.,Ortesis. Angulo de Cobb entre 25º – 45º. Esqueleto inmaduro (Risser 0).,"{'1': 'Recomendar natación y revisión en tres meses.', '2': 'Prescribir una ortesis tipo corsé.', '3': 'Derivar a fisioterapia para elastificación del raquis.', '4': 'Revisar en 6 meses con una nueva radiografía.', '5': 'nan'}",2
casimedicos_489_105,CasiMedicos,test,HEMATOLOGY,"Caso clinico: Paciente de 67 años que en los últimos 6 meses, en dos analíticas de rutina, presenta linfocitosis progresiva. En la última, hemoglobina 15,4 g/dl; leucocitos 18,5 x103/μL con 82% de linfocitos maduros que por citometría de flujo expresan los antígenos CD5/CD19/CD23 y plaquetas 240 x103/μL. ¿Qué actitud le parece correcta?:",Nuevo control clínico y analítico en 6 meses.,"El paciente ya está diagnosticado de leucemia linfática crónica B (LLC-B), presenta linfocitosis que se mantiene mas de 3 meses y por citometría de flujo presenta un fenotipo compatible con la misma. Por lo tanto debemos conocer primeramente los factores de riesgo que nos van a indicar con que prioridad va a necesitar iniciar tratamiento, la intensidad de los mismos y pronóstico, de esto depende mucho la presencia de mutaciones TP53 o delecciones del 17p. El aspirado de medula o biopsia sólo esta indicado si hay otras citopenias acompañante que no se justifique por la propia LLC-B, el PET-TC sólo esta indicando en caso que se sospeche un síndrome de Ritcher y no nos dan datos suficientes para sospecharlo, no hay síntomas B, ni se habla de elevación de la LDH.","{'1': 'Estudio de mutaciones de TP53 para establecer el pronóstico.', '2': 'Aspirado/biopsia ósea para confirmar el diagnóstico.', '3': 'PET/CT para establecer la actitud terapéutica.', '4': 'Nuevo control clínico y analítico en 6 meses.', '5': 'nan'}",4
casimedicos_534_119,CasiMedicos,test,RHEUMATOLOGY,"Caso clinico: Una paciente de 45 años con antecedentes de reflujo gastroesofágico presenta desde hace un año episodios de palidez en algunos dedos de las manos con la exposición al frío. Recientemente se le había prescrito prednisona a dosis de 20 mg/día por dolor articular e induración cutánea en manos y brazos. Presenta desde hace 48 horas malestar general y cefalea intensa, por lo que acude a urgencias. En la exploración destaca únicamente una taquicardia rítmica a 100 lpm, no se aprecia focalidad neurológica. La presión arterial es de 200/110 mmHg. En la analítica destaca únicamente una creatinina de 2,5 mg/dl. CORRECT ANSWER: 1",Anticuerpos anti-RNA polimerasa III.,"Se trata de un caso clínico claro de esclerosis sistémica (Raynaud, afectación esofágica, induración cutánea) que presenta una crisis renal. Quitando los Ac anti-proteinasa 3, que no se relacionan con esclerodermia (respuesta 3 incorrecta), los más probables serán los Ac antiRNA polimerasa III, que aparecen en pacientes más jóvenes y con crisis renales.","{'1': 'Anticuerpos anti-RNA polimerasa III.', '2': 'Anticuerpos anti-centrómero.', '3': 'Anticuerpos anti-proteinasa 3.', '4': 'Anticuerpos anti-PM-Scl.', '5': 'nan'}",1
casimedicos_273_71,CasiMedicos,test,DIGESTIVE SYSTEM,"Caso clinico: Joven de 18 años con antecedentes de asma, alergia a pólenes, ácaros y pelo de gato, acude a urgencias refiriendo sensación de detención de alimentos a nivel retroesternal con práctica incapacidad para deglutir su propia saliva. Refiere episodios similares en otras ocasiones que han cedido de forma espontánea en pocos minutos. ¿Cuál de los siguientes es el diagnóstico más probable?",Esofagitis eosinofílica.,"Se trata de una disfagia intermitente. El esófago de Barrett no implica necesariamente una estenosis péptica, pero suponiéndola, esta es progresiva. La esofagitis infecciosa es más propia de pacientes inmunodeprimidos. Quedan el anillo esofágico distal y la esofagitis eosinofílica; ambas son posibles, pero la insistencia en la carga atópica del paciente indica la probabilidad de que se trate de la última de las opciones.","{'1': 'Esófago de Barrett.', '2': 'Anillo esofágico distal (Schatzki).', '3': 'Esofagitis infecciosa.', '4': 'Esofagitis eosinofílica.', '5': 'nan'}",4
