id,source,split,guidebook,topic,question,short_answer,evidence,subquestion,options,correct_answer,year,correct_option
sns1064_00042,SNS1064,train,ansiedad.txt,"TAG duten helduetan, zein da terapia psikodinamikoaren eraginkortasuna eta segurtasun konparatua?",i) Zein izango litzateke ekitateak osasunean izango lukeen eragina?,Seguruenik murriztua.,"Espainian, psikiatriako, psikologiako, gizarte-laneko eta beste zerbitzu batzuetarako deribazioa oso aldakorra da kasuen arabera. Sarbide-ezberdintasun hori ez dirudi irizpide klinikoetan oinarritzen denik, baizik eta, ziurrenik, zerbitzuetara sartzeko lurralde-desberdintasunetan. Desberdintasun horiei buruzko ikerketa gehiago egin behar da. Proiektu pilotu batzuk daude APn (Kanarietan, Katalunian, Madrilen edo Asturiasen) psikologia klinikoko profesionalaren presentzia ezartzeko.",,,,,
sns1064_00043,SNS1064,train,ansiedad.txt,"TAG duten helduetan, zein da antsiolitikoekin konbinatutako ekialdeko belar-medikuntzaren eraginkortasuna eta segurtasun konparatua?",j) Onargarria al da inplikatutako eragileentzako aukera?,Zalantzarik gabe.,"Oro har, landareetan oinarritutako produktuak sendagaiak baino seguruagotzat jotzen dira.",,,,,
sns1064_00044,SNS1064,train,ansiedad.txt,"TAG duten helduetan, zein da Jiu Wei Zhen Xin belar pikortatuaren eraginkortasuna eta segurtasun konparatua azapironen eta ISRSen aurrean?",j) Onargarria al da inplikatutako eragileentzako aukera?,Zalantzarik gabe.,"Oro har, landareetan oinarritutako produktuak sendagaiak baino seguruagotzat jotzen dira.",,,,,
sns1064_00045,SNS1064,train,ansiedad.txt,"OTA duten helduetan, zein da onarpen- eta konpromiso-terapiaren eraginkortasuna eta segurtasun konparatua?",a) Zein da espero diren ondorioen magnitudea?,Moderatua da.,"3 ECA (176. zk.) (119-121) kontuan hartu dira, eta psikoterapiarik eta itxaron-zerrendarik gabeko kontrol-taldearekiko onarpen- eta konpromiso-terapiaren aplikazioa konparatzen dute. Azterlanetako batek Internet bidezko esku-hartzea aplikatzen du (121). Emaitzek erakusten dute OTA duten helduen edozein kontrolekiko onarpen- eta konpromiso-terapiaren tratamenduak  Erantzun-probabilitatea handitzen du (361 paziente gehiago 1.000 pazienteko).  Igortzeko probabilitatea handitzen du (541 paziente gehiago 1.000 pazienteko eta itxaron-zerrendako).  Antsietate-mailak murrizten ditu (eragin moderatua) eta, hala ere, ez ditu gainditzen erabaki klinikoen mugak.",,,,,
sns1064_00046,SNS1064,train,ansiedad.txt,"TAG duten helduetan, zein da serotonina birkaptatzeko inhibitzaile selektiboen eraginkortasuna eta segurtasun konparatua plazeboaren aurrean?",k) Aukera inplementa daiteke?,"Bai, bai.","ISRS batzuek, hala nola paroxetinak eta eszitalopramak, fitxa teknikoan adierazten dute helduak TAG bidez tratatzeko. Beste batzuek, sertralina, zitaloprama, fluboxamina, fluoxetina edo vilazodona kasu, ez dute adierazpen hori onartu. Gainera, vilazodona ez dago Espainian merkaturatuta. Beraz, tratamenduaren ardura duen medikuak, bere erantzukizunpean, ezinbestekotzat jotzen badu sertralina, zitaloprama, fluboxamina edo fluoxetina erabiltzea, justifikatu egin behar du historia klinikoan hura erabiltzeko beharra, eta pazienteari jakinarazi behar dio zer onura izan ditzakeen eta zer arrisku izan ditzakeen.",,,,,
sns1064_00047,SNS1064,train,ansiedad.txt,"TAG duten helduetan, zein da mindfulnessaren eraginkortasuna eta segurtasun konparatua?",k) Aukera inplementa daiteke?,Aldakorra da.,"Galderari erantzungo zioten azterlanik ez zen identifikatu. GAGren ustez, APn mindfulnessa ezartzeak profesional gaituak eta PRAKTIKA KLINIKOKO GIDAK izatea eskatzen du SNS 76an, tratamendu-modalitate horretan esperientzia dutenak, bai eta hura aplikatzeko denbora egokia ere. Psikologia klinikoko profesionala APn egoteak, gaur egun zenbait autonomia-erkidegotan proiektu pilotu gisa, gomendioa zailtasunik gabe inplementatzen lagunduko luke.",,,,,
sns1064_00048,SNS1064,train,ansiedad.txt,"TAG duten helduen kasuan, zein da kamomila-estraktuaren eraginkortasuna eta segurtasun konparatua plazeboaren aldean?",c) Zein da ziurtasun globala efektuei buruzko ebidentzian?,Oso baxua da.,"Ebidentziaren kalitate orokorra oso baxutzat jo zen, funtsezko amaiera guztiei emandako kalifikazioa, ikerketa guztien artean sartutako pazienteen guztizko kopurua laginaren tamainaren kalkulu konbentzionalak sortutako pazienteen kopurua baino txikiagoa delako (informazio-tamaina optimoa; antsietatea: 348; erantzuna: 641; kontrako gertaerak: 263 parte-hartzaile talde bakoitzean, hurrenez hurren) eta ikerketetan alborapen-arriskua dagoelako emaitzen hautaketa-txosten baten ondorioz, eta informazioa nahikoa ez zelako esleipenaren ezkutatze-eremuan (informazio-tamaina optimoa; antsietatea: 641; kontrako gertaerak: 263 parte-hartzaile talde bakoitzean, hurrenez hurren).",,,,,
sns1064_00050,SNS1064,train,ansiedad.txt,"AOT duten helduetan, zein da erlaxazio-terapiaren eraginkortasuna eta segurtasun konparatua?",c) Zein da ziurtasun globala efektuei buruzko ebidentzian?,Oso baxua da.,"Ebidentziaren kalitate globala oso txikitzat jo zen, eta azterketak diseinatzeari dagozkion muga metodologikoen ondorioa da. Muga batzuk daude egiteko alborapen-arriskuarekin lotuta, zeren eta ikasketetan berezkoa baita pazienteak eta langileak itsutzeko ezintasuna. Amaieran, ebidentziaren kalitatea baxutzat jo zen antsietaterako (ebaluazio klinikoa eta autoinformatua), kezkarako eta esku-hartze ondoko depresiorako; eta oso baxutzat jo zen amaierarako.",,,,,
sns1064_00051,SNS1064,train,ansiedad.txt,"OTA duten helduetan, zein da onarpen- eta konpromiso-terapiaren eraginkortasuna eta segurtasun konparatua?",b) Zein da espero diren ondorio kaltegarrien magnitudea?,Garrantzi gutxikoa da.,"Ezin izan da identifikatu ondorio kaltegarrien tasaren amaierari buruzko azterlanik. GAGren iritziz, onarpen- eta konpromiso-terapiaren ondorio kaltegarriak oso zailak dira.",,,,,
sns1064_00052,SNS1064,train,ansiedad.txt,"TAG duten helduetan, zein da serotonina eta noradrenalina (IRSN) birkaptatzeko inhibitzaileen eraginkortasuna eta segurtasun konparatua plazeboaren aurrean?",a) Zein da espero diren ondorioen magnitudea?,Moderatua da.,"19 ECA kontsideratu ziren, guztira 7.809 TAG dituzten pertsonekin, horietatik 4.523 IRSNren batekin tratatuak eta 3.286 plazeboarekin (143,149,1549–166). Saiakuntza horietako hamalauk (4.223 zbk) (143.149,150,153,154,156,157,159–164–166) venlafaxina ebaluatzen dute, eta 8 duloxetina (n 3.586) (149-1.151,155555,158,166). Emaitzek erakusten dutenez, IRSn bidezko tratamenduak antsietate-mailak murrizten ditu (efektu txikia). Azpitaldearen analisian ez zen desberdintasunik antzeman duloxetina-dosi desberdinak jaso zituzten pazienteen artean funtsezkotzat jotzen diren amaieran, baina bai benlafaxinaren kasuan, jarraian erakusten den bezala: Antsietate-mailak 75 mg: 75-225 mg-ko efektu txikia: Erantzuteko probabilitatea 75 mg: 143 paziente gehiago 1.000 150 mg bakoitzeko: 105 paziente gehiago 1.000 75-225 mg bakoitzeko: 75 mg-ko kontrako gertaeren arrisku bakoitzeko 162 paziente gehiago: 284 paziente gehiago 1.000 150 mg bakoitzeko: 275 paziente gehiago 1.000 225 mg bakoitzeko: 248 paziente gehiago 1.000 75-225 mg bakoitzeko: Informazio gehiago nahi izanez gero, material metodologikoan eskuragarri dauden GRADE ebidentzia-profilak kontsulta daitezke.",,,,,
sns1064_00053,SNS1064,train,ansiedad.txt,"TAG duten helduetan, zein da ekialdeko belar-medikuntzaren eraginkortasuna eta segurtasun konparatua antsiolitikoen eta plazeboaren aurrean?",f) Zein da eskatutako baliabideen magnitudea (kostuak)?,Ezezaguna da.,"Galderari erantzungo zioten azterlanik ez zen identifikatu.Finantzatu gabeko produktua denez, tratamendu horren kostua pazienteak bere gain hartuko luke oso-osorik. Produktuaren aurkezpenak, kontzentrazioak eta beste sendabelarrekin konbinazioak egon daitezke. Salmenta-kanal desberdinak daude eta prezioak asko alda daitezke.",,,,,
sns1064_00055,SNS1064,train,ansiedad.txt,"TAG duten helduetan, zein da BZDen eraginkortasuna eta segurtasun konparatua plazeboaren aurrean?",g) Zein da baliabideei buruzko ebidentziaren inguruko ziurtasuna?,Ez dago azterketarik barne.,Espainian ez da baliabideen erabilerari buruzko ebidentziarik aurkitu BZDrekin egindako tratamenduan.,,,,,
sns1064_00056,SNS1064,train,ansiedad.txt,"TAG duten helduetan, zein da terapia kognitibo konduktualaren (TCC) eraginkortasuna eta segurtasun konparatua?",j) Onargarria al da inplikatutako eragileentzako aukera?,Seguruenik bai.,"TCC-i-ko abandonuen portzentaje metatua, kontuan hartutako ECAetan, %15,9koa izan zen, eta ez zen kontrol-taldeetan lortutakoaren oso bestelakoa izan (%13,5). TCC-C-ari dagokionez, ez da identifikatu TCC-c-ko onargarritasuna berariaz ebaluatzen duen azterlanik. Hala ere, kontuan hartutako ECA-etan, TCCC-C taldeko abandonuen portzentajea %14,6koa izan zen. TCCC-CCCC-ko kideen %14,3k ECCCC-ko taldeko kideak baino askoz handiagoak izan ziren.

GAGk egindako azterketa kualitatiboaren arabera, psikoterapiak botikek baino onargarritasun-maila handiagoa du. Ondoko ezaugarriek onargarriagoa egiten dute:  Profesionalen irisgarritasuna antsietate-krisialdietan (saioen kopurua handituz edo telefono bidezko sarbidea une akutuetan).  Astean behingo saioak jasotzea sintomarik garrantzitsuenak maneiatzea lortu arte.  TAGaren berezitasunetara eta esperientzia pertsonal zehatzetara egokitutako informazioa eta tresnak ematea.  Epe luzerako jarraipena izatea: berrerosi aurreko harreman terapeutikoari edo antsietate-krisiari berriro ekiteko aukera.",,,,,
sns1064_00057,SNS1064,train,ansiedad.txt,"TAG duten helduetan, zein da BZDen eraginkortasuna eta segurtasun konparatua plazeboaren aurrean?",a) Zein da espero diren ondorioen magnitudea?,Txikia da.,"21 ECA izan ziren, guztira 2.193 pertsona TAGarekin erreklutatu zirenak; 1.148 BZDrekin tratatuak eta 1.045 plazeboarekin (88,156,173–191). 21 azterketetatik, 10ek diazepamaren eragina ebaluatzen dute (88, 156, 173,176,180,183,186,187,191), 5ek alprazolamarena (174,175,178,184,185), beste bostek lorazepama (88,1,179,188-190, bromazepam) diazearen efektua ebaluatu egiten dute. o Alprazolamaren kasuan, ez da aldaketarik lortzen kontrako gertaeren arriskuan. Informazio gehiago nahi izanez gero, material metodologikoan eskuragarri dauden GRADE ebidentzia-profilak kontsulta daitezke.",,,,,
sns1064_00060,SNS1064,train,ansiedad.txt,"TAG duten helduetan, zein da galphimia glaukoaren eraginkortasuna eta segurtasun konparatua lorazepamaren aurrean?",b) Zein da espero diren ondorio kaltegarrien magnitudea?,Ezezaguna da.,Galderari erantzungo zioten azterlanik ez zen identifikatu.,,,,,
sns1064_00061,SNS1064,train,ansiedad.txt,"OTA duten helduetan, zein da onarpen- eta konpromiso-terapiaren eraginkortasuna eta segurtasun konparatua?",k) Aukera inplementa daiteke?,Aldakorra da.,"Galderari erantzungo zioten azterlanik ez zen identifikatu. GAGren iritziz, terapia psikodinamikoa APn ezartzeko, tratamendu-modalitate horretan gaitutako eta esperientzia duten profesionalak behar dira, bai eta aplikatzeko denbora egokia ere. Psikologia klinikoko profesionala APn egoteak, gaur egun zenbait autonomia-erkidegotan proiektu pilotu gisa, gomendioa zailtasunik gabe inplementatzen lagunduko luke.",,,,,
sns1064_00062,SNS1064,train,ansiedad.txt,"TAG duten helduetan, zein da galphimia glaukoaren eraginkortasuna eta segurtasun konparatua lorazepamaren aurrean?",g) Zein da baliabideei buruzko ebidentziaren inguruko ziurtasuna?,Ez dago azterketarik barne.,Galderari erantzungo zioten azterlanik ez zen identifikatu.,,,,,
sns1064_00064,SNS1064,train,ansiedad.txt,"TAG duten helduetan, zein da valeriana-estraktuaren eraginkortasuna eta segurtasun konparatua diazepamaren eta plazeboaren aurrean?",f) Zein da eskatutako baliabideen magnitudea (kostuak)?,ezezagun,"Galderari erantzuten zioten azterlanak ez ziren identifikatu.Finantzatu gabeko produktua denez, tratamendu horren kostua pazienteak bere gain hartuko luke oso-osorik. Valeriana formatu eta kontzentrazio desberdinetan merkaturatzen da, baita beste sendabelar batzuekin konbinatuta ere. Salmenta-kanal desberdinak daude eta prezioak asko aldatzen dira.",,,,,
sns1064_00065,SNS1064,train,ansiedad.txt,"TAG duten helduetan, zein da pasiflora-estraktuaren eraginkortasuna eta segurtasun konparatua oxazepamaren aldean?",k) Aukera inplementa daiteke?,Seguruenik bai.,Pasiflora APn preskribatu daitezkeen sendagaien edo produktu dietoterapikoen errepertorioan sartuta dago.,,,,,
sns1064_00068,SNS1064,train,ansiedad.txt,"TAG duten helduetan, zein da pregabalinaren eraginkortasuna eta segurtasun konparatua plazeboaren aldean?",d) Ba al dago ziurgabetasun edo aldakortasun handirik nola,Ziurgabetasuna edo aldakortasuna ziurrenik ez dira garrantzitsuak.,Ezin izan da identifikatu AOTa duten pertsonek amaiera desberdinei ematen dieten balioaren berri ematen duten azterlanik.GGAk uste du ez dela oso litekeena pazienteek amaiera nagusiak nola baloratzen dituzten aldatzea.,,,,,
sns1064_00069,SNS1064,train,ansiedad.txt,"TAG duten helduetan, zein da galphimia glaukoaren eraginkortasuna eta segurtasun konparatua lorazepamaren aurrean?",j) Onargarria al da inplikatutako eragileentzako aukera?,Zalantzarik gabe.,"Oro har, landareetan oinarritutako produktuak sendagaiak baino seguruagotzat jotzen dira.",,,,,
sns1064_00071,SNS1064,train,ansiedad.txt,Zeintzuk dira AOT duten pazienteak osasun mentalean espezializatutako arretara bideratzeko irizpideak?,k) Aukera inplementa daiteke?,"Bai, bai.",Galderari erantzungo zioten azterlanik ez zen identifikatu.,,,,,
sns1064_00072,SNS1064,train,ansiedad.txt,"TAG duten helduetan, zein da mindfulnessaren eraginkortasuna eta segurtasun konparatua?",j) Onargarria al da inplikatutako eragileentzako aukera?,Seguruenik bai.,"Mindfulness-en oinarritutako terapien onargarritasuna berariaz ebaluatzen duten azterlanik ez da identifikatu. Kontuan hartutako ECAetan, % 7,1eko abandonuak izan ziren mindfulness-taldeetan, eta % 12,8koa kontroletan. Diferentzia hori ez da esanguratsua. GAGk egindako azterketa kualitatiboaren arabera, faktore hauek pazienteen tratamendu psikologikoen onargarritasuna errazten dute:  Antsietate-krisialdietan dauden profesionalen irisgarritasuna (saio-kopurua edo telefono-sarbidea handituz, une larrietan).  Astean behingo saioak jasotzea, sintomarik garrantzitsuenak maneiatzea lortu arte.  Informazioa ematea eta esperientzia pertsonaletara egokitutako tresnak.",,,,,
sns1064_00073,SNS1064,train,ansiedad.txt,"TAG duten helduetan, zein da mindfulnessaren eraginkortasuna eta segurtasun konparatua?",i) Zein izango litzateke ekitateak osasunean izango lukeen eragina?,Seguruenik murriztua.,"Espainian, psikiatriako, psikologiako, gizarte-laneko eta beste zerbitzu batzuetarako deribazioa oso aldakorra da kasuen arabera. Sarbide-ezberdintasun hori ez dirudi irizpide klinikoetan oinarritzen denik, baizik eta, seguruenik, zerbitzuetara sartzeko lurralde-desberdintasunetan. Proiektu pilotu batzuk daude APn (Kanarietan, Katalunian, Madrilen edo Asturiasen) psikologia klinikoko profesionalaren presentzia ezartzeko.",,,,,
sns1064_00074,SNS1064,train,ansiedad.txt,"TAG duten helduetan, zein da serotonina birkaptatzeko inhibitzaile selektiboen eraginkortasuna eta segurtasun konparatua plazeboaren aurrean?",f) Zein da eskatutako baliabideen magnitudea (kostuak)?,Kostuak eta kostuen murrizketa hutsalak.,"Espainian, plazeboarekin alderatuta, ez zen ISRSen kostuari buruzko ebidentziarik aurkitu. Espainian 12 astez merkaturatutako ISRSekiko tratamenduaren kostua 8,75  eta 69,96  bitartekoa dela kalkulatu zen. Paroxetina: pazienteko eta hiruhilekoko 19,58  (20 mg/d) eta 48,94  (50 mg/d) artekoa zenbatesten da. Vilazodona: Espainian ez da merkaturatzen. Sertralina: 8,75  (25 mg/d) eta 69,96  (200 mg/d) artekoa da pazienteko eta hiruhilekoko. Eszitalopram: 14,09  (5 mg/d) eta 56,38  20 mg/d-ko kostuak zenbatestimatzen dira, pazientearen kostuak eta beste tratamendu batzuk, aldiz, berriz, ez dira kontuan hartzen.",,,,,
sns1064_00075,SNS1064,train,ansiedad.txt,"TAG duten helduetan, zein da silexanaren (izpilikuaren estraktua) eraginkortasuna eta segurtasun konparatua lorazepamaren eta plazeboaren aurrean?",c) Zein da ziurtasun globala efektuei buruzko ebidentzian?,Baja ematen du.,"Silexanen eta plazeboaren arteko konparazioa: ebidentziaren kalitate globala txikitzat jo zen, barne hartutako pazienteen guztizko kopurua laginaren tamainaren kalkulu konbentzionalaren ondorioz sortutako pazienteen kopurua baino txikiagoa delako (informazio-tamaina optimoa; antsietatea: 348; erantzuna: 641 parte-hartzaile talde bakoitzean, hurrenez hurren) eta alborapen-arriskua dagoelako aztertutako azterketan, ebidentzia-kalitate globala ez baitzen nahikoa izan emaitza-ebaluatzaileen itsutasun-mailari zegokionez.",,,,,
sns1064_00077,SNS1064,train,ansiedad.txt,"TAG duten helduetan, zein da pregabalinaren eraginkortasuna eta segurtasun konparatua plazeboaren aldean?",j) Onargarria al da inplikatutako eragileentzako aukera?,Seguruenik bai.,"Aztertutako ECAetan, pregabalinaren uzte-tasak, aztertutako tratamendu-aldian ondorio kaltegarriak izan baitzituen (4 eta 6 aste artean aldatu zen), plazebokoen parekoak dirudite (153,157,185,188,190,200). Praktika klinikoan, TAG duen pazientea kontsulta- eta proba-ibilbide luze baten ondoren tratatzen da, eta diagnostikoa egin arte gaixotasunaren ibilbide zabal baten ondoren. Puntu horretan, ez da arazorik izaten tratamendu farmakologikoa onartzeko.",,,,,
sns1064_00079,SNS1064,train,ansiedad.txt,"TAG duten helduetan, zein da terapia kognitibo konduktualaren (TCC) eraginkortasuna eta segurtasun konparatua?",c) Zein da ziurtasun globala efektuei buruzko ebidentzian?,Moderatua da.,"Ebidentziaren kalitate globala oso baxua eta altua izan zen, TCC modalitatearen arabera, ikasketen diseinuak berez dituen muga metodologikoen ondorioz. Muga batzuk daude egiteko joeraren arriskuarekin lotuta, pazienteak eta langileak itsutzeko ezintasunagatik. Muga batzuk daude heterogeneotasun eza dela-eta. Heterogeneotasun moderatua dela-eta, amaierako ebidentziaren kalitatea, TCC-i TCC-g TCC-c TCC-c TCC-t Ansiedad (baxu-ebaluazioa - - - klinika) Baxua eta moderatua - Moderatua Moderatua Muderatua Tratamendu Baxua Muderatua Muderatua Aurreikusi Baxua Muderatua",,,,,
sns1064_00080,SNS1064,train,ansiedad.txt,"TAG duten helduetan, zein da mindfulnessaren eraginkortasuna eta segurtasun konparatua?",b) Zein da espero diren ondorio kaltegarrien magnitudea?,Garrantzi gutxikoa da.,"Mindfulness-aren kontrako efektuak oso gertagaitzak direla uste da. Hala ere, mindfulness-ekin berriki egindako ikerketek erakutsi dute nahi ez diren efektu batzuk ager daitezkeela, hala nola antsietate- eta despertsonalizazio- edo deserrealizazio-sintomak, nahiz eta iragankorrak izango liratekeen (129,130).",,,,,
sns1064_00081,SNS1064,train,ansiedad.txt,"TAG duten helduetan, zein da buspironak plazeboaren aurrean duen eraginkortasuna eta segurtasun konparatua?",d) Ba al dago ziurgabetasun edo aldakortasun handirik nola,Ziurgabetasuna edo aldakortasuna ziurrenik ez dira garrantzitsuak.,Ezin izan da identifikatu AOTa duten pertsonek amaiera desberdinei ematen dieten balioaren berri ematen duten azterlanik.GGAk uste du ez dela oso litekeena pazienteek amaiera nagusiak nola baloratzen dituzten aldatzea.,,,,,
sns1064_00082,SNS1064,train,ansiedad.txt,"TAG duten helduetan, zein da valeriana-estraktuaren eraginkortasuna eta segurtasun konparatua diazepamaren eta plazeboaren aurrean?",k) Aukera inplementa daiteke?,Seguruenik bai.,Galderari erantzungo zioten azterlanik ez zen identifikatu. Valeriana APn preskribatu daitezkeen botika edo produktu dietoterapikoen errepertorioan dago.,,,,,
sns1064_00084,SNS1064,train,ansiedad.txt,"AOT duten helduetan, zein da erlaxazio-terapiaren eraginkortasuna eta segurtasun konparatua?",g) Zein da baliabideei buruzko ebidentziaren inguruko ziurtasuna?,Ez dago azterketarik barne.,Galderari erantzungo zioten azterlanik ez zen identifikatu.,,,,,
sns1064_00085,SNS1064,train,ansiedad.txt,"TAG duten helduetan, zein da pasiflora-estraktuaren eraginkortasuna eta segurtasun konparatua oxazepamaren aldean?",a) Zein da espero diren ondorioen magnitudea?,Garrantzi gutxikoa da.,"ECA bat bakarrik identifikatu zen (36. zk.) (216). Bertan, 18 parte-hartzaileri 45 tanta eman zitzaien pasiflora-estraktu, eta 18 parte-hartzaileri 30 mg/d oxazepam, Espainian merkaturatu gabeko bentzodiazepinen metabolito bat, 4 astez. Emaitzek erakusten dutenez, TAG duten helduetan, pasiflora-estraktu bidezko tratamendua oxazepamaren aurrean: Ez du antsietate-maila aldatzen. Informazio gehiago nahi izanez gero, GRADE ebidentzia-profilak kontsulta daitezke material metodologikoan. GAGren ustez, tantatan adierazitako dosiak dosifikazio-akatsak ekar ditzake, prestakinen aurkezpen desberdinak egon baitaitezke, eta hori kontuan hartu behar da preskripaketan.",,,,,
sns1064_00087,SNS1064,train,ansiedad.txt,"TAG duten helduetan, zein da antsiolitikoekin konbinatutako ekialdeko belar-medikuntzaren eraginkortasuna eta segurtasun konparatua?",a) Zein da espero diren ondorioen magnitudea?,Garrantzi gutxikoa da.,"Berrikuspen sistematiko batean sartutako 33 ECA (2415 zk.) kontsideratu ziren; horien artean 1218 parte-hartzaile antsiolitikoekin eta ekialdeko belar-medikuntzarekin tratatu ziren, eta 1197 parte-hartzaile antsiolitikoekin bakarrik tratatu ziren. Emaitzek erakusten dutenez, TAG duten helduetan, ekialdeko belar-medikuntzarekin konbinatutako antsiolitikoekin egindako tratamenduak monoterapiako antsietate-mailak murrizten ditu: antsietate-mailak murrizten ditu (efektu txikia), baina ez du gainditzen erabaki-atalatalasea.",,,,,
sns1064_00089,SNS1064,train,ansiedad.txt,Zeintzuk dira AOT duten pazienteak osasun mentalean espezializatutako arretara bideratzeko irizpideak?,h) Esku-hartzearen kostua-eraginkortasuna esku-hartzeari laguntzen al dio?,Ezezaguna da.,"Galderari erantzungo zioten azterlanik ez zen identifikatu.Ohiko praktika da, osasunean dituen onura garbiekin alderatuta, kostu gehigarri nuluak izan ditzakeena, GAGek baliabideen magnitudeari buruz egindako aurretiazko judizioan adierazten den bezala.",,,,,
sns1064_00090,SNS1064,train,ansiedad.txt,Zeintzuk dira AOT duten pazienteak osasun mentalean espezializatutako arretara bideratzeko irizpideak?,d) Ba al dago ziurgabetasun edo aldakortasun handirik nola,Ziurgabetasuna edo aldakortasuna ez dira garrantzitsuak.,Ezin izan da identifikatu AOTa duten pertsonek amaiera desberdinei ematen dieten balioaren berri ematen duten azterlanik.GGAk uste du ez dela oso litekeena pazienteek amaiera nagusiak nola baloratzen dituzten aldatzea.,,,,,
sns1064_00091,SNS1064,train,ansiedad.txt,"TAG duten helduetan, zein da terapia psikodinamikoaren eraginkortasuna eta segurtasun konparatua?",k) Aukera inplementa daiteke?,Aldakorra da.,"Galderari erantzungo zioten azterlanik ez zen identifikatu. GAGren iritziz, terapia psikodinamikoa APn ezartzeko, tratamendu-modalitate horretan gaitutako eta esperientzia duten profesionalak behar dira, bai eta aplikatzeko denbora egokia ere. Psikologia klinikoko profesionala APn egoteak, gaur egun zenbait autonomia-erkidegotan proiektu pilotu gisa, gomendioa zailtasunik gabe inplementatzen lagunduko luke.",,,,,
sns1064_00092,SNS1064,train,ansiedad.txt,"TAG duten helduetan, zein da vortioxetinaren eraginkortasuna eta segurtasun konparatua plazeboaren aldean?","h) Esku-hartzearen kostua-eraginkortasuna, esku-hartzeari laguntzen al dio?",Ezezaguna da.,Ez da identifikatu vortioxetina plazeboarekin edo ohiko zainketekin alderatzen duen ebaluazio ekonomikorik.,,,,,
sns1064_00093,SNS1064,train,ansiedad.txt,"TAG duten helduetan, zein da silexanaren (izpilikuaren estraktua) eraginkortasuna eta segurtasun konparatua lorazepamaren eta plazeboaren aurrean?",d) Ba al dago ziurgabetasun edo aldakortasun handirik nola,Ziurgabetasuna edo aldakortasuna ziurrenik ez dira garrantzitsuak.,Ezin izan da identifikatu AOTa duten pertsonek amaiera desberdinei ematen dieten balioaren berri ematen duten azterlanik.GGAk uste du ez dela oso litekeena pazienteek amaiera nagusiak nola baloratzen dituzten aldatzea.,,,,,
sns1064_00094,SNS1064,train,ansiedad.txt,"TAG duten helduetan, zein da BZDen eraginkortasuna eta segurtasun konparatua plazeboaren aurrean?","h) Esku-hartzearen kostua-eraginkortasuna, esku-hartzeari laguntzen al dio?",Ezezaguna da.,Ez da identifikatu BZD plazeboarekin edo ohiko zainketekin alderatzen duten ebaluazio ekonomikorik.,,,,,
sns1064_00095,SNS1064,train,ansiedad.txt,"TAG duten helduetan, zein da pasiflora-estraktuaren eraginkortasuna eta segurtasun konparatua oxazepamaren aldean?",i) Zein izango litzateke ekitateak osasunean izango lukeen eragina?,Seguruenik murriztua.,"Galderari erantzuten zioten azterlanak ez ziren identifikatu.Finantzatu gabeko produktua denez, tratamendu horren kostua pazienteak bere gain hartuko luke oso-osorik, eta horrek tratamendu hori eskuratze-mailaren araberako ezberdintasun bat eragin dezake.",,,,,
